,text
1485,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1486,RT @ParamountPics: #JeremyRenner just presented at the #GoldenGlobes. See more of him on the @HanselGretel3D website &amp; watch the trailer: http://t.co/u7ZEYWJK
1487,Why are all the winners getting cut off on their speeches? .... yet some of the presenters took up sooo much time ! #GoldenGlobes
1488,Tommy Lee Jones looks like he is about to open a can of whip ass on these presenters with that cane of his. #GoldenGlobes
1489,"RT @PhilstarNews: George Clooney presents the Best Actress in a Motion Picture, Drama to Jessica Chastain for ""Zero Dark Thirty"" #GoldenGlobes"
1490,"Sorry Meryl wasn't feeling well but anytime you have a terrific actor like Clooney presenting, let him present a few awards! #GoldenGlobes"
1491,RT @MyworldNicholas: ¿Se acuerdan cuando los Jonas Brothers presentaron un premio en los Golden Globes en el 2009? Se veian perfectos.
1492,RT @cindygallop: Yay! Jessica Chastain tells Hollywood and television to #changetheratio!  #goldenglobes #missrepresentation @representpledge
1493,RT @luluylala: @JLo @SofiaVergara representing Latin women!   They look gorgeous! #goldenglobes #bestdressed
1494,"RT @StarWorld_PH: ""This presenter is so goodlooking, he makes young George Clooney look like garbage. Please welcome George Clooney!""-Tina &amp; Amy #GoldenGlobes"
1495,The only parts I really liked were the opening monologue and when Will Ferrell and Kristen Wiig presented an award #GoldenGlobes
1496,"Plus Daredevil &amp; Elektra RT @DigitalLA So awesome Wolverine, Iron Man, Batman, Catwoman &amp; even Hawkeye are presenting/winning #GoldenGlobes"
1497,Con solo ver a @SofiaVergara representando  feliz y orgullosa a Barranquilla y a Colombia en los #GoldenGlobes SE SIENTE BARRANQUILLA!!
1498,La hermosa Julia Roberts presenta Mejor película #goldenglobes
1499,RT @darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.
1500,Julia Roberts ♥ presentando mejor pelicula de drama #GoldenGlobes
1501,It's my @jenlwall presenting at the Golden Globes!
1502,Julia Roberts apresenta a categoria melhor filme dramático. #GoldenGlobes
1503,jesus they really #pulledout all the stops for presenters this year #goldenglobes
1504,"Julia Roberts presents Best Motion Picture, Drama to ""Argo."" #GoldenGlobes"
1505,Julia Roberts just presented that award perfectly #goldenglobes
1506,Julia Roberts presented Argo with the best picture. That made my night. BECAUSE WHERE IS TINA? #GoldenGlobes
1507,did i miss taylor presenting? i thought she was. #goldenglobes
1508,Julia Roberts presenta el premio de mejor película para ARGO #GoldenGlobes
1509,RT @LancomeUSA: Lancome Ambassadress Julia Roberts looks stunning as she presents the best motion picture drama at the #GoldenGlobes
1510,"RT @TerraEntretUS: Julia Roberts termina los #GoldenGlobes presentando la MEJOR PELÍCULA,, Drama: ARGO #OhSorpresa #FelicidadesBenAffleck #NoteenojesSpielberg"
1511,"RT @YahooMovies: We have a Pretty Woman sighting. #JuliaRoberts presenting Best Motion Picture, Drama. And the winner is... #Argo! #GoldenGlobes"
1512,Yay @JuliaRoberts presenting best picture. Plz do something good again! #GoldenGlobes
1513,A TAYLOR VAI OU NÃO APRESENTAR UMA CATEGORIA? #GoldenGlobes
1514,"Two surprises of the night: Julia Roberts presenting, Argo winning for Best Picture. #GoldenGlobes"
1515,"RT @YahooMovies: We have a Pretty Woman sighting. #JuliaRoberts presenting Best Motion Picture, Drama. And the winner is... #Argo! #GoldenGlobes"
1516,"Best Motion Picture, #Drama: ""#Argo""! Had a feeling, with longtime #GeorgeClooney friend #JuliaRoberts as presenter. #GoldenGlobes"
1517,RT @LancomeUSA: Lancome Ambassadress Julia Roberts looks stunning as she presents the best motion picture drama at the #GoldenGlobes
1518,Julia Roberts (guapérrima) presenta el premio gordo #GoldenGlobes
1519,"RT @Bro_Pair: what if #GoldenGlobes had a ""very special surprise presenter"" like when they had Woody Allen in '01 &amp; he walked out &amp; it was Osama Bin Laden"
1520,"The takeaway from tonight: Victor Garber, Jennifer Garner, Bradley Cooper...good #alias representation. #goldenglobes"
1521,Lo mejor de la gala han sido sus presentadoras. #GoldenGlobes
1522,RT @adamfish: Wait you give Daniel Day Lewis 1 minute but Will Ferrell and Kristen Wiig 5?? Time to start playing off presenters instead. #GoldenGlobes
1523,Muito bom #GoldenGlobes esse ano ..motivo: Amy Poehler e Tina Fey!! Coloquem elas para aapresentar todas as premiações todos anos pf!
1524,No puedo creer q no haya visto Argo. Esa si estuvo en cartelera. Ojala la vuelvan a presentar. #GoldenGlobes Ganadora
1525,"""Thank you very much"" Tina Fey ""Goodnight! We're going home with Jodie Foster!"" Amy Poehler #GoldenGlobes #BestPresentersEvers"
1526,No entiendo porque cancelaron la presentacion de Peter la anguila en los #GoldenGlobes
1527,"Tina Fey e Amy Poehler, quero vcs apresentando todos os Golden Globes daqui pra frente."
1528,The #GoldenGlobes would've been 10 times better if @MsKristinKreuk or @JayRyan was a presenter ... just sayin.. #BatB
1529,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
1530,RT @ParamountPics: #JeremyRenner just presented at the #GoldenGlobes. See more of him on the @HanselGretel3D website &amp; watch the trailer: http://t.co/u7ZEYWJK
1531,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1532,"RT @tvwatch: Tina Fey e Amy Poehler, repito, apresentando todas as premiações para todo o sempre. Boa noite e argo fuck yourself!! #GoldenGlobes"
1533,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
1534,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1535,"RT @ellen_ks: Tina Fey e Amy Poehler, quero vcs apresentando todos os Golden Globes daqui pra frente."
1536,Thank you Golden Globes for making Jeremy Renner a presenter. I like seeing hotness
1537,"Latinas stun on red carpet, presenting on stage at Golden Globes http://t.co/EUDcNyGz #latism"
1538,"RT @dinersrevista: La actriz Julia Roberts presenta a ""Argo"" como la Mejor película de drama. #GoldenGlobes"
1539,"Well, my highlight of the past 3 hours was definitely Will Ferrell and Kristen Wiig presenting. Hilarious skit. #GoldenGlobes"
1540,"Si yo fuese presentadora de los Golden Globes, al abrir el sobre diría algo tipo: And the Oscar goes to...¡mierda! ¡perdon, permiso! #FB"
1541,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1542,RT @Versace: Presenter &amp; Oscar Award winner Halle Berry is showstopping in a printed gown from Atelier Versace Fall 2012 at the Golden Globes right now!
1543,"A Selena en los Golden Globes la presentaron como ""la ex novia de Justin Bieber""

(LO VI EN TWITTER)

-Aby.
(8)"
1544,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1545,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1546,@blackenterprise __ We r seeing #Diddy #DonCheadle #christucker #denzel #KerryWashington @ #Goldenglobes Goooood. #representing.
1547,“@TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes” LOL @JillianSed might like that ;) 👍❤
1548,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1549,RT @LindseyMStover: And Julia Roberts presenting. OKAY golden globes. Stop being perfect.
1550,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1551,Just seen my brother @jamescruz1 with @iamdiddy at The @GoldenGlobes Awards #Latino representing http://t.co/0oRHclBA
1552,The #GoldenGlobes are hilarious 😂 #TinaFey #WillFerrel #BasicallyEveryoneWhoHasPresented
1553,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1554,RT @MTA_OfTheDay: The #GoldenGlobes would've been 10 times better if @MsKristinKreuk or @JayRyan was a presenter ... just sayin.. #BatB
1555,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1556,RT @stevetilley: ... and Wolverine's win is followed by Hawkeye presenting. Six degrees of superheroes. #goldenglobes
1557,RT @eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/G0PtBFgZ
1558,"RT @nbcnewsalcon: Latinas stun on red carpet, presenting on stage at Golden Globes http://t.co/EUDcNyGz #latism"
1559,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1560,"Loved, loved, loved Amy Poehler and Tina Fey as #goldenglobes presenters, I want them for the #Oscars! They were hilarious, brilliant,smart!"
1561,"RT @VanityFair: In case you stepped out, Mel Gibson just presented Jodie Foster with a stuffed hamster on a silver tray at the #GoldenGlobes."
1562,"I will have to see #Admission to help me get over my loss of Liz Lemon. Amazing presenting, Tina &amp; Amy. Funniest PEOPLE in TV. #GoldenGlobes"
1563,Here’s How the Golden Globes Landed Bill Clinton as Surprise Presenter -  CAPTCHA CodeCommentYou may use these... http://t.co/QFgJYg8B
1564,"RT @Ercoman: Really enjoyed the Golden Globes. _Will_ _Ferrell_ and Kristen Wiig were the best presenters. Also, Bill Clinton was there,..."
1565,O melhor do #GoldenGlobes: A apresentação de Tina Fey e Amy Poehler. O pior: o vestido colado da J-Lo.
1566,"RT @yazham: The only 2 representations of Iranians in US pop culture are Argo &amp; Shahs of Sunset. Um, there are some major gaps, folks. #GoldenGlobes"
1567,RT @MentalityMag: Here's Will Ferrell and Kristen Wiig presenting #BestActress at the #GoldenGlobes... #JenniferLawrence https://t.co/apqTBL0T
1568,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
1569,RT @TerriEdda: I wish Christian Bale had presented in his Batman voice. #goldenglobes
1570,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
1571,@JLo and Jason Statham were so confident when they presented!!! #GoldenGlobes #Professional
1572,RT @JLoGreece: Jennifer Lopez @JLo &amp; Jason Statham Presenting at the #GoldenGlobes 2013! #2 http://t.co/cECb6qd2
1573,RT @rumberanews: Julia Roberts se prepara para presentar la Mejor Pelicula de Drama de los #GoldenGlobes ¿quien ganará? seguramente Lincoln?
1574,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
1575,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill… http://t.co/jEX4xu3m
1576,"@Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."""
1577,Tina Fey and Amy Poehler were the BEST GOLDEN GLOBES PRESENTER ! #goldenglobes
1578,RT @ParamountPics: #JeremyRenner just presented at the #GoldenGlobes. See more of him on the @HanselGretel3D website &amp; watch the trailer: http://t.co/u7ZEYWJK
1579,RT @Ge_mama: This Will Ferrell and Kristen Wiig presentation at the Golden Globes is hysterical omg #dying
1580,"Entertaining presenters, phenomenal nominees, the glitz, the glamour, the globes: I love award season. #goldenglobes"
1581,the presenters jokes lol #GoldenGlobes
1582,RT @JLoGreece: Jennifer Lopez @JLo &amp; Jason Statham Presenting at the #GoldenGlobes 2013! #3 http://t.co/HFayrxbC
1583,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1584,Tina fey and amy poehler best hosts ever! Kristin wiig and will ferrell best presenters ever! #GoldenGlobes
1585,RT @Pepperdowney: Watch Robert Downey Jr as the presenter! #RDJ #GoldenGlobes http://t.co/8kpkEKzH via @youtube
1586,"RT @THEnininsky: RT @nbcnewsalcon: Latinas stun on red carpet, presenting on stage at Golden Globes http://t.co/VcfWqXKB #latism"
1587,Kate Hudson and Bradley Cooper at the golden globes presenting the first award looking amazing.... #perfect
1588,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1589,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
1590,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1591,My biggest gripe with tonight's Golden Globes presentation is that the hosts were barely there. #GoldenGlobes
1592,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1593,"This was hilarious!!!! RT @EW: Will Ferrell and Kristen Wiig's amusing #GoldenGlobes presentation -- VIDEO
 http://t.co/8wnMlhiD"
1594,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1595,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1596,"RT @MissLauren_7: Les Miserables deserve every Golden Globe they've won!!!!! #GoldenGlobes 
Hugh Jackman representing the Aussies in Hollywood 💗💗💗💗"
1597,Gotta love Clinton presenting at the golden globes #legend
1598,I think the best #GoldenGlobes segment was the one where Will Ferrel and Kristen Wigg were presenting http://t.co/SkmuFtlj
1599,RT @OKMagazine: Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
1600,Top two thrills for me tonight was obviously Adele winning and Catherine Zeta-Jones presenting. I had no clue she was there! #GoldenGlobes
1601,Watched the Golden Globes and saw the beautiful and stunning @msleamichele presenting an award! that smile really lit up the room!
1602,"#Breaking #Headline Robert Pattinson presents at Golden Globes, Kristen Stewart doesn't join... http://t.co/q21RmG74 #TFB Goo"
1603,"RT @kateesackhoff: Amazing!!! RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/OHsJBLUB"
1604,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1605,"RT @CaamiBarragan: A Selena en los Golden Globes la presentaron como ""la ex novia de Justin Bieber"""
1606,Por lejos lo mejor de los #GoldenGlobes fue la presentación de Will Ferrell y Kristen Wiig.
1607,"Congrats to all the winners, nominees and artists represented at the Golden Globes tonight! #goldenglobes"
1608,"@Joe_Pasquini best part of GoldenGlobes.BClinton presents Lincoln for Best Picture.acolytes stand,clap.reality:not all were happy.rewind."
1609,Here’s How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/dSEnYzfn
